"stfips","year","dins","yexp2","W","treated","rel_year"
"connecticut",2010,0.688957214355469,2014,263488,0,-4
"connecticut",2011,0.678856253623962,2014,263488,0,-3
"connecticut",2012,0.709950685501099,2014,263488,0,-2
"connecticut",2013,0.696852445602417,2014,263488,0,-1
"connecticut",2014,0.794566690921783,2014,263488,1,0
"connecticut",2015,0.818610787391663,2014,263488,1,1
"connecticut",2016,0.858273804187775,2014,263488,1,2
"connecticut",2017,0.834649682044983,2014,263488,1,3
"connecticut",2018,0.846066534519196,2014,263488,1,4
"connecticut",2019,0.841768383979797,2014,263488,1,5
"florida",2008,0.548708617687225,Inf,2292111,0,-Inf
"florida",2009,0.534836709499359,Inf,2292111,0,-Inf
"florida",2010,0.524116218090057,Inf,2292111,0,-Inf
"florida",2011,0.526963651180267,Inf,2292111,0,-Inf
"florida",2012,0.547936499118805,Inf,2292111,0,-Inf
"florida",2013,0.549231708049774,Inf,2292111,0,-Inf
"florida",2014,0.612213551998138,Inf,2292111,0,-Inf
"florida",2015,0.668329775333405,Inf,2292111,0,-Inf
"florida",2016,0.671999156475067,Inf,2292111,0,-Inf
"florida",2017,0.672537207603455,Inf,2292111,0,-Inf
"florida",2018,0.673118352890015,Inf,2292111,0,-Inf
"florida",2019,0.667375028133392,Inf,2292111,0,-Inf
"georgia",2008,0.559945940971375,Inf,1138317,0,-Inf
"georgia",2009,0.548535168170929,Inf,1138317,0,-Inf
"georgia",2010,0.541580677032471,Inf,1138317,0,-Inf
"georgia",2011,0.538868069648743,Inf,1138317,0,-Inf
"georgia",2012,0.554657697677612,Inf,1138317,0,-Inf
"georgia",2013,0.555077314376831,Inf,1138317,0,-Inf
"georgia",2014,0.604396820068359,Inf,1138317,0,-Inf
"georgia",2015,0.649597764015198,Inf,1138317,0,-Inf
"georgia",2016,0.667789876461029,Inf,1138317,0,-Inf
"georgia",2017,0.640927910804749,Inf,1138317,0,-Inf
"georgia",2018,0.647491812705994,Inf,1138317,0,-Inf
"georgia",2019,0.635850012302399,Inf,1138317,0,-Inf
"hawaii",2008,0.785001337528229,2014,107703,0,-6
"hawaii",2009,0.771704137325287,2014,107703,0,-5
"hawaii",2010,0.78315794467926,2014,107703,0,-4
"hawaii",2011,0.763701498508453,2014,107703,0,-3
"hawaii",2012,0.798184812068939,2014,107703,0,-2
"hawaii",2013,0.782004773616791,2014,107703,0,-1
"hawaii",2014,0.851866185665131,2014,107703,1,0
"hawaii",2015,0.867884278297424,2014,107703,1,1
"hawaii",2016,0.872778654098511,2014,107703,1,2
"hawaii",2017,0.872503519058228,2014,107703,1,3
"hawaii",2018,0.872801721096039,2014,107703,1,4
"hawaii",2019,0.888725817203522,2014,107703,1,5
"idaho",2008,0.645260691642761,Inf,154443,0,-Inf
"idaho",2009,0.629188060760498,Inf,154443,0,-Inf
"idaho",2010,0.602597534656525,Inf,154443,0,-Inf
"idaho",2011,0.633387207984924,Inf,154443,0,-Inf
"idaho",2012,0.599370181560516,Inf,154443,0,-Inf
"idaho",2013,0.614498674869537,Inf,154443,0,-Inf
"idaho",2014,0.70990401506424,Inf,154443,0,-Inf
"idaho",2015,0.696797609329224,Inf,154443,0,-Inf
"idaho",2016,0.726379454135895,Inf,154443,0,-Inf
"idaho",2017,0.744852185249329,Inf,154443,0,-Inf
"idaho",2018,0.738082468509674,Inf,154443,0,-Inf
"idaho",2019,0.732439339160919,Inf,154443,0,-Inf
"illinois",2008,0.624744832515717,2014,1190867,0,-6
"illinois",2009,0.600380897521973,2014,1190867,0,-5
"illinois",2010,0.583559453487396,2014,1190867,0,-4
"illinois",2011,0.60316801071167,2014,1190867,0,-3
"illinois",2012,0.594817817211151,2014,1190867,0,-2
"illinois",2013,0.622917711734772,2014,1190867,0,-1
"illinois",2014,0.721219420433044,2014,1190867,1,0
"illinois",2015,0.794473350048065,2014,1190867,1,1
"illinois",2016,0.817835807800293,2014,1190867,1,2
"illinois",2017,0.804737627506256,2014,1190867,1,3
"illinois",2018,0.807406604290009,2014,1190867,1,4
"illinois",2019,0.816136240959167,2014,1190867,1,5
"indiana",2008,0.666737675666809,2015,680701,0,-7
"indiana",2009,0.639554917812347,2015,680701,0,-6
"indiana",2010,0.625786244869232,2015,680701,0,-5
"indiana",2011,0.619113206863403,2015,680701,0,-4
"indiana",2012,0.627296447753906,2015,680701,0,-3
"indiana",2013,0.638425529003143,2015,680701,0,-2
"indiana",2014,0.687878787517548,2015,680701,0,-1
"indiana",2015,0.753612339496613,2015,680701,1,0
"indiana",2016,0.78724867105484,2015,680701,1,1
"indiana",2017,0.796036541461945,2015,680701,1,2
"indiana",2018,0.796585559844971,2015,680701,1,3
"indiana",2019,0.787652373313904,2015,680701,1,4
"iowa",2008,0.732946872711182,2014,289463,0,-6
"iowa",2009,0.741450190544128,2014,289463,0,-5
"iowa",2010,0.732118368148804,2014,289463,0,-4
"iowa",2011,0.750049948692322,2014,289463,0,-3
"iowa",2012,0.768099009990692,2014,289463,0,-2
"iowa",2013,0.752796173095703,2014,289463,0,-1
"iowa",2014,0.820786416530609,2014,289463,1,0
"iowa",2015,0.861323475837708,2014,289463,1,1
"iowa",2016,0.889179587364197,2014,289463,1,2
"iowa",2017,0.878291487693787,2014,289463,1,3
"iowa",2018,0.855908870697021,2014,289463,1,4
"iowa",2019,0.85555899143219,2014,289463,1,5
"kansas",2008,0.671569168567657,Inf,272514,0,-Inf
"kansas",2009,0.654481828212738,Inf,272514,0,-Inf
"kansas",2010,0.623588144779205,Inf,272514,0,-Inf
"kansas",2011,0.66494756937027,Inf,272514,0,-Inf
"kansas",2012,0.66478556394577,Inf,272514,0,-Inf
"kansas",2013,0.650883615016937,Inf,272514,0,-Inf
"kansas",2014,0.721642792224884,Inf,272514,0,-Inf
"kansas",2015,0.743300378322601,Inf,272514,0,-Inf
"kansas",2016,0.765324115753174,Inf,272514,0,-Inf
"kansas",2017,0.741635501384735,Inf,272514,0,-Inf
"kansas",2018,0.76010125875473,Inf,272514,0,-Inf
"kansas",2019,0.730836808681488,Inf,272514,0,-Inf
"kentucky",2008,0.675654709339142,2014,594160,0,-6
"kentucky",2009,0.649545252323151,2014,594160,0,-5
"kentucky",2010,0.635086238384247,2014,594160,0,-4
"kentucky",2011,0.641746461391449,2014,594160,0,-3
"kentucky",2012,0.653393864631653,2014,594160,0,-2
"kentucky",2013,0.642313122749329,2014,594160,0,-1
"kentucky",2014,0.794561564922333,2014,594160,1,0
"kentucky",2015,0.847556173801422,2014,594160,1,1
"kentucky",2016,0.861103296279907,2014,594160,1,2
"kentucky",2017,0.860591471195221,2014,594160,1,3
"kentucky",2018,0.858363687992096,2014,594160,1,4
"kentucky",2019,0.838927507400513,2014,594160,1,5
"louisiana",2008,0.584597110748291,2017,573400,0,-9
"louisiana",2009,0.580977857112885,2017,573400,0,-8
"louisiana",2010,0.558996081352234,2017,573400,0,-7
"louisiana",2011,0.562862813472748,2017,573400,0,-6
"louisiana",2012,0.586867928504944,2017,573400,0,-5
"louisiana",2013,0.592963576316833,2017,573400,0,-4
"louisiana",2014,0.631523728370667,2017,573400,0,-3
"louisiana",2015,0.666504621505737,2017,573400,0,-2
"louisiana",2016,0.716650545597076,2017,573400,0,-1
"louisiana",2017,0.763652324676514,2017,573400,1,0
"louisiana",2018,0.782904505729675,2017,573400,1,1
"louisiana",2019,0.768143475055695,2017,573400,1,2
"maine",2008,0.735217750072479,2019,178660,0,-11
"maine",2009,0.745710432529449,2019,178660,0,-10
"maine",2010,0.703323423862457,2019,178660,0,-9
"maine",2011,0.682881832122803,2019,178660,0,-8
"maine",2012,0.714273035526276,2019,178660,0,-7
"maine",2013,0.723271667957306,2019,178660,0,-6
"maine",2014,0.762324154376984,2019,178660,0,-5
"maine",2015,0.791891694068909,2019,178660,0,-4
"maine",2016,0.759171366691589,2019,178660,0,-3
"maine",2017,0.790961802005768,2019,178660,0,-2
"maine",2018,0.791094541549683,2019,178660,0,-1
"maine",2019,0.813594400882721,2019,178660,1,0
"maryland",2008,0.650583863258362,2014,443165,0,-6
"maryland",2009,0.634620130062103,2014,443165,0,-5
"maryland",2010,0.641004204750061,2014,443165,0,-4
"maryland",2011,0.657679438591003,2014,443165,0,-3
"maryland",2012,0.67764288187027,2014,443165,0,-2
"maryland",2013,0.68559604883194,2014,443165,0,-1
"maryland",2014,0.749271214008331,2014,443165,1,0
"maryland",2015,0.789168000221252,2014,443165,1,1
"maryland",2016,0.794359028339386,2014,443165,1,2
"maryland",2017,0.813568651676178,2014,443165,1,3
"maryland",2018,0.808291673660278,2014,443165,1,4
"maryland",2019,0.827259302139282,2014,443165,1,5
"michigan",2008,0.690560042858124,2014,1149383,0,-6
"michigan",2009,0.665492057800293,2014,1149383,0,-5
"michigan",2010,0.65227860212326,2014,1149383,0,-4
"michigan",2011,0.6606764793396,2014,1149383,0,-3
"michigan",2012,0.670305371284485,2014,1149383,0,-2
"michigan",2013,0.691339433193207,2014,1149383,0,-1
"michigan",2014,0.76137775182724,2014,1149383,1,0
"michigan",2015,0.835319399833679,2014,1149383,1,1
"michigan",2016,0.845994830131531,2014,1149383,1,2
"michigan",2017,0.849247813224792,2014,1149383,1,3
"michigan",2018,0.841399729251862,2014,1149383,1,4
"michigan",2019,0.842064082622528,2014,1149383,1,5
"minnesota",2008,0.750771582126617,2014,451658,0,-6
"minnesota",2009,0.751208126544952,2014,451658,0,-5
"minnesota",2010,0.74494743347168,2014,451658,0,-4
"minnesota",2011,0.762848973274231,2014,451658,0,-3
"minnesota",2012,0.746054530143738,2014,451658,0,-2
"minnesota",2013,0.760010182857513,2014,451658,0,-1
"minnesota",2014,0.806707382202148,2014,451658,1,0
"minnesota",2015,0.868272721767426,2014,451658,1,1
"minnesota",2016,0.879748165607452,2014,451658,1,2
"minnesota",2017,0.86271470785141,2014,451658,1,3
"minnesota",2018,0.866618275642395,2014,451658,1,4
"minnesota",2019,0.848819077014923,2014,451658,1,5
"mississippi",2008,0.647132039070129,Inf,400963,0,-Inf
"mississippi",2009,0.616943717002869,Inf,400963,0,-Inf
"mississippi",2010,0.61219334602356,Inf,400963,0,-Inf
"mississippi",2011,0.622780561447144,Inf,400963,0,-Inf
"mississippi",2012,0.625893473625183,Inf,400963,0,-Inf
"mississippi",2013,0.608538806438446,Inf,400963,0,-Inf
"mississippi",2014,0.641015112400055,Inf,400963,0,-Inf
"mississippi",2015,0.660382211208344,Inf,400963,0,-Inf
"mississippi",2016,0.674414753913879,Inf,400963,0,-Inf
"mississippi",2017,0.65941846370697,Inf,400963,0,-Inf
"mississippi",2018,0.669992744922638,Inf,400963,0,-Inf
"mississippi",2019,0.678837597370148,Inf,400963,0,-Inf
"missouri",2008,0.685290396213531,Inf,679992,0,-Inf
"missouri",2009,0.663128674030304,Inf,679992,0,-Inf
"missouri",2010,0.666418790817261,Inf,679992,0,-Inf
"missouri",2011,0.665236115455627,Inf,679992,0,-Inf
"missouri",2012,0.651102602481842,Inf,679992,0,-Inf
"missouri",2013,0.676801860332489,Inf,679992,0,-Inf
"missouri",2014,0.714937746524811,Inf,679992,0,-Inf
"missouri",2015,0.740519285202026,Inf,679992,0,-Inf
"missouri",2016,0.756889343261719,Inf,679992,0,-Inf
"missouri",2017,0.754720866680145,Inf,679992,0,-Inf
"missouri",2018,0.738140344619751,Inf,679992,0,-Inf
"missouri",2019,0.73543518781662,Inf,679992,0,-Inf
"montana",2008,0.62144011259079,2016,129850,0,-8
"montana",2009,0.617281496524811,2016,129850,0,-7
"montana",2010,0.650103211402893,2016,129850,0,-6
"montana",2011,0.576649248600006,2016,129850,0,-5
"montana",2012,0.615535795688629,2016,129850,0,-4
"montana",2013,0.603459298610687,2016,129850,0,-3
"montana",2014,0.681527674198151,2016,129850,0,-2
"montana",2015,0.727623522281647,2016,129850,0,-1
"montana",2016,0.783074557781219,2016,129850,1,0
"montana",2017,0.785001277923584,2016,129850,1,1
"montana",2018,0.785455107688904,2016,129850,1,2
"montana",2019,0.798949837684631,2016,129850,1,3
"nebraska",2008,0.70235949754715,Inf,176226,0,-Inf
"nebraska",2009,0.729953527450562,Inf,176226,0,-Inf
"nebraska",2010,0.686136066913605,Inf,176226,0,-Inf
"nebraska",2011,0.705648362636566,Inf,176226,0,-Inf
"nebraska",2012,0.699783504009247,Inf,176226,0,-Inf
"nebraska",2013,0.669127583503723,Inf,176226,0,-Inf
"nebraska",2014,0.729155719280243,Inf,176226,0,-Inf
"nebraska",2015,0.779046297073364,Inf,176226,0,-Inf
"nebraska",2016,0.779143393039703,Inf,176226,0,-Inf
"nebraska",2017,0.776879668235779,Inf,176226,0,-Inf
"nebraska",2018,0.77284449338913,Inf,176226,0,-Inf
"nebraska",2019,0.75443959236145,Inf,176226,0,-Inf
"nevada",2008,0.571095705032349,2014,285833,0,-6
"nevada",2009,0.545008718967438,2014,285833,0,-5
"nevada",2010,0.558216512203217,2014,285833,0,-4
"nevada",2011,0.539389967918396,2014,285833,0,-3
"nevada",2012,0.541855573654175,2014,285833,0,-2
"nevada",2013,0.564074516296387,2014,285833,0,-1
"nevada",2014,0.674834132194519,2014,285833,1,0
"nevada",2015,0.734199583530426,2014,285833,1,1
"nevada",2016,0.751620650291443,2014,285833,1,2
"nevada",2017,0.74131053686142,2014,285833,1,3
"nevada",2018,0.785461783409119,2014,285833,1,4
"nevada",2019,0.753405153751373,2014,285833,1,5
"new hampshire",2008,0.693836212158203,2015,123349,0,-7
"new hampshire",2009,0.713017463684082,2015,123349,0,-6
"new hampshire",2010,0.662261307239532,2015,123349,0,-5
"new hampshire",2011,0.672948896884918,2015,123349,0,-4
"new hampshire",2012,0.677593946456909,2015,123349,0,-3
"new hampshire",2013,0.651250302791595,2015,123349,0,-2
"new hampshire",2014,0.693891942501068,2015,123349,0,-1
"new hampshire",2015,0.821272253990173,2015,123349,1,0
"new hampshire",2016,0.809641003608704,2015,123349,1,1
"new hampshire",2017,0.81486564874649,2015,123349,1,2
"new hampshire",2018,0.814711511135101,2015,123349,1,3
"new hampshire",2019,0.816139936447144,2015,123349,1,4
"new jersey",2008,0.632768452167511,2014,639267,0,-6
"new jersey",2009,0.592813014984131,2014,639267,0,-5
"new jersey",2010,0.584323108196259,2014,639267,0,-4
"new jersey",2011,0.570015668869019,2014,639267,0,-3
"new jersey",2012,0.588117957115173,2014,639267,0,-2
"new jersey",2013,0.56965297460556,2014,639267,0,-1
"new jersey",2014,0.635318100452423,2014,639267,1,0
"new jersey",2015,0.716136038303375,2014,639267,1,1
"new jersey",2016,0.754977226257324,2014,639267,1,2
"new jersey",2017,0.755308926105499,2014,639267,1,3
"new jersey",2018,0.775722742080688,2014,639267,1,4
"new jersey",2019,0.764901995658875,2014,639267,1,5
"new mexico",2008,0.592006266117096,2014,249070,0,-6
"new mexico",2009,0.582407593727112,2014,249070,0,-5
"new mexico",2010,0.587742269039154,2014,249070,0,-4
"new mexico",2011,0.569665312767029,2014,249070,0,-3
"new mexico",2012,0.587492883205414,2014,249070,0,-2
"new mexico",2013,0.618993043899536,2014,249070,0,-1
"new mexico",2014,0.692519724369049,2014,249070,1,0
"new mexico",2015,0.763659358024597,2014,249070,1,1
"new mexico",2016,0.799641728401184,2014,249070,1,2
"new mexico",2017,0.792012572288513,2014,249070,1,3
"new mexico",2018,0.798368275165558,2014,249070,1,4
"new mexico",2019,0.7808638215065,2014,249070,1,5
"north carolina",2008,0.635525703430176,Inf,1143606,0,-Inf
"north carolina",2009,0.607630014419556,Inf,1143606,0,-Inf
"north carolina",2010,0.618434250354767,Inf,1143606,0,-Inf
"north carolina",2011,0.60528975725174,Inf,1143606,0,-Inf
"north carolina",2012,0.611424028873444,Inf,1143606,0,-Inf
"north carolina",2013,0.617615520954132,Inf,1143606,0,-Inf
"north carolina",2014,0.677868902683258,Inf,1143606,0,-Inf
"north carolina",2015,0.719884753227234,Inf,1143606,0,-Inf
"north carolina",2016,0.721795558929443,Inf,1143606,0,-Inf
"north carolina",2017,0.716707289218903,Inf,1143606,0,-Inf
"north carolina",2018,0.718339204788208,Inf,1143606,0,-Inf
"north carolina",2019,0.718410551548004,Inf,1143606,0,-Inf
"north dakota",2008,0.74281519651413,2014,59918,0,-6
"north dakota",2009,0.69572126865387,2014,59918,0,-5
"north dakota",2010,0.709550738334656,2014,59918,0,-4
"north dakota",2011,0.710675239562988,2014,59918,0,-3
"north dakota",2012,0.708144545555115,2014,59918,0,-2
"north dakota",2013,0.711144387722015,2014,59918,0,-1
"north dakota",2014,0.787578344345093,2014,59918,1,0
"north dakota",2015,0.789107143878937,2014,59918,1,1
"north dakota",2016,0.851574063301086,2014,59918,1,2
"north dakota",2017,0.780919075012207,2014,59918,1,3
"north dakota",2018,0.77375602722168,2014,59918,1,4
"north dakota",2019,0.8237264752388,2014,59918,1,5
"ohio",2008,0.665171086788177,2014,1290011,0,-6
"ohio",2009,0.655788600444794,2014,1290011,0,-5
"ohio",2010,0.646294116973877,2014,1290011,0,-4
"ohio",2011,0.647098362445831,2014,1290011,0,-3
"ohio",2012,0.656461477279663,2014,1290011,0,-2
"ohio",2013,0.663111865520477,2014,1290011,0,-1
"ohio",2014,0.74127185344696,2014,1290011,1,0
"ohio",2015,0.807167172431946,2014,1290011,1,1
"ohio",2016,0.829195261001587,2014,1290011,1,2
"ohio",2017,0.830842852592468,2014,1290011,1,3
"ohio",2018,0.816503763198853,2014,1290011,1,4
"ohio",2019,0.823996365070343,2014,1290011,1,5
"oklahoma",2008,0.583368420600891,Inf,451214,0,-Inf
"oklahoma",2009,0.577299773693085,Inf,451214,0,-Inf
"oklahoma",2010,0.576706826686859,Inf,451214,0,-Inf
"oklahoma",2011,0.577113270759583,Inf,451214,0,-Inf
"oklahoma",2012,0.602373540401459,Inf,451214,0,-Inf
"oklahoma",2013,0.605593502521515,Inf,451214,0,-Inf
"oklahoma",2014,0.639995515346527,Inf,451214,0,-Inf
"oklahoma",2015,0.660632908344269,Inf,451214,0,-Inf
"oklahoma",2016,0.660015463829041,Inf,451214,0,-Inf
"oklahoma",2017,0.664774179458618,Inf,451214,0,-Inf
"oklahoma",2018,0.649427473545074,Inf,451214,0,-Inf
"oklahoma",2019,0.633944034576416,Inf,451214,0,-Inf
"oregon",2008,0.61866420507431,2014,482260,0,-6
"oregon",2009,0.587678492069244,2014,482260,0,-5
"oregon",2010,0.590672373771667,2014,482260,0,-4
"oregon",2011,0.617650091648102,2014,482260,0,-3
"oregon",2012,0.633668661117554,2014,482260,0,-2
"oregon",2013,0.632641315460205,2014,482260,0,-1
"oregon",2014,0.753901481628418,2014,482260,1,0
"oregon",2015,0.827969372272491,2014,482260,1,1
"oregon",2016,0.839637696743011,2014,482260,1,2
"oregon",2017,0.830638587474823,2014,482260,1,3
"oregon",2018,0.814651250839233,2014,482260,1,4
"oregon",2019,0.829881906509399,2014,482260,1,5
"pennsylvania",2008,0.747070372104645,2015,1256737,0,-7
"pennsylvania",2009,0.734070718288422,2015,1256737,0,-6
"pennsylvania",2010,0.711422383785248,2015,1256737,0,-5
"pennsylvania",2011,0.706074953079224,2015,1256737,0,-4
"pennsylvania",2012,0.714140772819519,2015,1256737,0,-3
"pennsylvania",2013,0.716084897518158,2015,1256737,0,-2
"pennsylvania",2014,0.752392947673798,2015,1256737,0,-1
"pennsylvania",2015,0.801153063774109,2015,1256737,1,0
"pennsylvania",2016,0.815296232700348,2015,1256737,1,1
"pennsylvania",2017,0.8400719165802,2015,1256737,1,2
"pennsylvania",2018,0.829054296016693,2015,1256737,1,3
"pennsylvania",2019,0.831178367137909,2015,1256737,1,4
"rhode island",2008,0.691259860992432,2014,103511,0,-6
"rhode island",2009,0.684179127216339,2014,103511,0,-5
"rhode island",2010,0.668933153152466,2014,103511,0,-4
"rhode island",2011,0.677089691162109,2014,103511,0,-3
"rhode island",2012,0.682077169418335,2014,103511,0,-2
"rhode island",2013,0.644410252571106,2014,103511,0,-1
"rhode island",2014,0.818920075893402,2014,103511,1,0
"rhode island",2015,0.85436350107193,2014,103511,1,1
"rhode island",2016,0.899864852428436,2014,103511,1,2
"rhode island",2017,0.889585912227631,2014,103511,1,3
"rhode island",2018,0.9131138920784,2014,103511,1,4
"rhode island",2019,0.885466575622559,2014,103511,1,5
"south carolina",2008,0.623667418956757,Inf,580646,0,-Inf
"south carolina",2009,0.604014575481415,Inf,580646,0,-Inf
"south carolina",2010,0.602650761604309,Inf,580646,0,-Inf
"south carolina",2011,0.599898755550385,Inf,580646,0,-Inf
"south carolina",2012,0.58979606628418,Inf,580646,0,-Inf
"south carolina",2013,0.614866971969604,Inf,580646,0,-Inf
"south carolina",2014,0.655450284481049,Inf,580646,0,-Inf
"south carolina",2015,0.692115485668182,Inf,580646,0,-Inf
"south carolina",2016,0.728805005550385,Inf,580646,0,-Inf
"south carolina",2017,0.691233277320862,Inf,580646,0,-Inf
"south carolina",2018,0.705561399459839,Inf,580646,0,-Inf
"south carolina",2019,0.702531635761261,Inf,580646,0,-Inf
"south dakota",2008,0.691350281238556,Inf,82673,0,-Inf
"south dakota",2009,0.661178767681122,Inf,82673,0,-Inf
"south dakota",2010,0.690859317779541,Inf,82673,0,-Inf
"south dakota",2011,0.694973587989807,Inf,82673,0,-Inf
"south dakota",2012,0.696304082870483,Inf,82673,0,-Inf
"south dakota",2013,0.663650691509247,Inf,82673,0,-Inf
"south dakota",2014,0.725730895996094,Inf,82673,0,-Inf
"south dakota",2015,0.676281213760376,Inf,82673,0,-Inf
"south dakota",2016,0.728419601917267,Inf,82673,0,-Inf
"south dakota",2017,0.712746441364288,Inf,82673,0,-Inf
"south dakota",2018,0.771786212921143,Inf,82673,0,-Inf
"south dakota",2019,0.721619009971619,Inf,82673,0,-Inf
"tennessee",2008,0.645501613616943,Inf,830678,0,-Inf
"tennessee",2009,0.620471656322479,Inf,830678,0,-Inf
"tennessee",2010,0.623704791069031,Inf,830678,0,-Inf
"tennessee",2011,0.609091520309448,Inf,830678,0,-Inf
"tennessee",2012,0.636149883270264,Inf,830678,0,-Inf
"tennessee",2013,0.643709361553192,Inf,830678,0,-Inf
"tennessee",2014,0.677247405052185,Inf,830678,0,-Inf
"tennessee",2015,0.711437404155731,Inf,830678,0,-Inf
"tennessee",2016,0.73138839006424,Inf,830678,0,-Inf
"tennessee",2017,0.725501894950867,Inf,830678,0,-Inf
"tennessee",2018,0.700477659702301,Inf,830678,0,-Inf
"tennessee",2019,0.695262432098389,Inf,830678,0,-Inf
"texas",2008,0.528250813484192,Inf,2576295,0,-Inf
"texas",2009,0.511953949928284,Inf,2576295,0,-Inf
"texas",2010,0.518432557582855,Inf,2576295,0,-Inf
"texas",2011,0.52063125371933,Inf,2576295,0,-Inf
"texas",2012,0.527859508991241,Inf,2576295,0,-Inf
"texas",2013,0.540873229503632,Inf,2576295,0,-Inf
"texas",2014,0.589156270027161,Inf,2576295,0,-Inf
"texas",2015,0.613707304000854,Inf,2576295,0,-Inf
"texas",2016,0.613559126853943,Inf,2576295,0,-Inf
"texas",2017,0.609886109828949,Inf,2576295,0,-Inf
"texas",2018,0.606722116470337,Inf,2576295,0,-Inf
"texas",2019,0.595943033695221,Inf,2576295,0,-Inf
"utah",2008,0.645777702331543,Inf,206808,0,-Inf
"utah",2009,0.62516838312149,Inf,206808,0,-Inf
"utah",2010,0.614554047584534,Inf,206808,0,-Inf
"utah",2011,0.606301665306091,Inf,206808,0,-Inf
"utah",2012,0.639233291149139,Inf,206808,0,-Inf
"utah",2013,0.634116172790527,Inf,206808,0,-Inf
"utah",2014,0.67125278711319,Inf,206808,0,-Inf
"utah",2015,0.71740597486496,Inf,206808,0,-Inf
"utah",2016,0.728958487510681,Inf,206808,0,-Inf
"utah",2017,0.754328370094299,Inf,206808,0,-Inf
